<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TCSG,D,20211103,000000,7875.4000000,7944.0000000,7702.0000000,7852.8000000,211368
TCSG,D,20211105,000000,7860.8000000,8040.2000000,7760.0000000,8025.0000000,281489
TCSG,D,20211108,000000,8025.2000000,8518.4000000,8025.2000000,8345.0000000,508148
TCSG,D,20211109,000000,8400.0000000,8474.2000000,7876.6000000,7983.6000000,398054
TCSG,D,20211110,000000,7983.8000000,8180.0000000,7605.0000000,7654.2000000,538725
TCSG,D,20211111,000000,7670.0000000,7780.0000000,7312.0000000,7508.0000000,760551
TCSG,D,20211112,000000,7520.0000000,7557.8000000,7230.0000000,7334.0000000,421397
TCSG,D,20211115,000000,7347.2000000,7681.8000000,7335.0000000,7422.6000000,660204
TCSG,D,20211116,000000,7450.0000000,7541.8000000,7142.4000000,7395.6000000,533273
TCSG,D,20211117,000000,7416.0000000,7450.0000000,7217.0000000,7242.2000000,447897
TCSG,D,20211118,000000,7225.0000000,7460.0000000,7150.0000000,7382.0000000,370279
TCSG,D,20211119,000000,7429.0000000,7480.0000000,7032.2000000,7094.4000000,517101
TCSG,D,20211122,000000,7100.0000000,7150.0000000,6537.6000000,6615.8000000,869662
TCSG,D,20211123,000000,6600.0000000,7050.0000000,6308.2000000,7048.0000000,1189626
TCSG,D,20211124,000000,7071.0000000,7355.8000000,6827.0000000,6888.0000000,863972
TCSG,D,20211125,000000,6940.0000000,7324.6000000,6903.6000000,7262.0000000,573366
TCSG,D,20211126,000000,6999.8000000,7150.0000000,6780.2000000,6811.0000000,556082
TCSG,D,20211129,000000,6955.0000000,7098.8000000,6814.2000000,6938.2000000,437126
TCSG,D,20211130,000000,6720.0000000,7245.0000000,6529.0000000,7114.0000000,976785
TCSG,D,20211201,000000,7260.0000000,7542.2000000,7175.0000000,7358.0000000,789111
TCSG,D,20211202,000000,7434.8000000,7519.6000000,7175.4000000,7222.0000000,365209
TCSG,D,20211203,000000,7271.0000000,7405.0000000,7220.0000000,7307.6000000,341163
TCSG,D,20211206,000000,7351.8000000,7407.6000000,6629.4000000,6679.0000000,612947
TCSG,D,20211207,000000,6679.0000000,6913.0000000,6315.0000000,6563.0000000,992127
TCSG,D,20211208,000000,6599.8000000,6750.0000000,6141.0000000,6245.4000000,829828
TCSG,D,20211209,000000,6212.6000000,6523.0000000,6020.0000000,6322.4000000,671384
TCSG,D,20211210,000000,6328.2000000,6392.0000000,6113.2000000,6310.2000000,432432
TCSG,D,20211213,000000,6330.0000000,6444.8000000,5870.0000000,5919.8000000,730856
TCSG,D,20211214,000000,5890.6000000,6047.8000000,5400.6000000,5970.0000000,663509
TCSG,D,20211215,000000,5980.0000000,6186.0000000,5866.0000000,6140.2000000,349883
TCSG,D,20211216,000000,6194.0000000,6300.0000000,5980.0000000,6112.6000000,768497
TCSG,D,20211217,000000,6145.0000000,6186.2000000,6020.0000000,6119.0000000,355204
TCSG,D,20211220,000000,6056.4000000,6138.8000000,5830.0000000,6006.2000000,276899
TCSG,D,20211221,000000,6014.0000000,6274.0000000,5985.0000000,6105.0000000,430617
TCSG,D,20211222,000000,6129.8000000,6159.8000000,5960.0000000,5960.0000000,365017
TCSG,D,20211223,000000,5983.6000000,6035.0000000,5870.0000000,5972.8000000,241219
TCSG,D,20211224,000000,5989.4000000,6030.0000000,5855.0000000,5991.8000000,164133
TCSG,D,20211227,000000,5991.6000000,6095.8000000,5926.4000000,6013.2000000,190714
TCSG,D,20211228,000000,5996.0000000,6209.8000000,5953.0000000,6099.0000000,286362
TCSG,D,20211229,000000,6099.8000000,6146.0000000,5880.0000000,5960.8000000,345231
TCSG,D,20211230,000000,5960.0000000,6162.6000000,5902.6000000,6118.0000000,406735
TCSG,D,20220103,000000,6150.0000000,6382.4000000,6112.4000000,6364.4000000,249524
TCSG,D,20220104,000000,6399.8000000,6480.8000000,6202.0000000,6264.6000000,406987
TCSG,D,20220105,000000,6279.6000000,6280.0000000,5805.0000000,5805.0000000,392140
TCSG,D,20220106,000000,5843.4000000,5984.8000000,5712.4000000,5801.6000000,535186
TCSG,D,20220110,000000,5755.0000000,5902.0000000,5737.0000000,5830.0000000,315661
TCSG,D,20220111,000000,5839.0000000,6027.4000000,5794.6000000,5945.0000000,358096
TCSG,D,20220112,000000,5960.0000000,6222.4000000,5893.0000000,6192.8000000,471781
TCSG,D,20220113,000000,6192.0000000,6240.0000000,5666.0000000,5832.8000000,911415
TCSG,D,20220114,000000,5832.6000000,5926.2000000,5299.6000000,5509.8000000,1474530
TCSG,D,20220117,000000,5520.2000000,5625.0000000,5045.4000000,5295.0000000,1151030
TCSG,D,20220118,000000,5307.0000000,5307.8000000,4636.8000000,4720.0000000,1501955
TCSG,D,20220119,000000,4733.0000000,4952.0000000,4403.6000000,4650.0000000,2267651
TCSG,D,20220120,000000,4650.2000000,5016.0000000,4511.8000000,4822.8000000,1177118
TCSG,D,20220121,000000,4805.0000000,4989.6000000,4720.0000000,4828.0000000,724523
TCSG,D,20220124,000000,4849.6000000,4960.0000000,4390.0000000,4600.0000000,1050608
TCSG,D,20220125,000000,4614.6000000,5013.0000000,4486.0000000,4952.0000000,1229172
TCSG,D,20220126,000000,4976.8000000,5247.0000000,4773.0000000,5089.8000000,1168530
TCSG,D,20220127,000000,5050.0000000,5524.8000000,4962.4000000,5400.0000000,1296147
TCSG,D,20220128,000000,5449.4000000,5749.6000000,5329.0000000,5421.2000000,1208979
TCSG,D,20220131,000000,5476.4000000,5649.8000000,5465.0000000,5587.0000000,631361
TCSG,D,20220201,000000,5600.0000000,5718.0000000,5525.0000000,5665.0000000,702649
TCSG,D,20220202,000000,5684.5000000,5717.5000000,5470.5000000,5554.0000000,555344
TCSG,D,20220203,000000,5501.0000000,5565.0000000,5117.5000000,5235.0000000,662997
TCSG,D,20220204,000000,5250.0000000,5396.5000000,5082.5000000,5184.5000000,548809
TCSG,D,20220207,000000,5200.0000000,5262.0000000,4973.0000000,5005.0000000,389550
TCSG,D,20220208,000000,5005.0000000,5095.0000000,4879.5000000,5067.5000000,600681
TCSG,D,20220209,000000,5070.0000000,5741.0000000,5035.0000000,5698.0000000,1505093
TCSG,D,20220210,000000,5703.0000000,6058.0000000,5442.0000000,5846.5000000,1726737
TCSG,D,20220211,000000,5815.0000000,5958.0000000,5309.0000000,5314.5000000,1624003
TCSG,D,20220214,000000,5260.0000000,5498.0000000,4920.0000000,5223.0000000,1635199
TCSG,D,20220215,000000,5240.0000000,5645.0000000,5232.0000000,5519.5000000,1798472
TCSG,D,20220216,000000,5550.0000000,5690.0000000,5355.0000000,5488.5000000,1451953
TCSG,D,20220217,000000,5490.0000000,5497.5000000,5108.0000000,5147.0000000,1120399
TCSG,D,20220218,000000,5160.0000000,5294.0000000,4663.5000000,4821.5000000,1519192
TCSG,D,20220221,000000,4850.0000000,5110.0000000,4351.0000000,4475.0000000,2861880
TCSG,D,20220222,000000,4424.0000000,4615.5000000,4007.5000000,4488.5000000,2787155
TCSG,D,20220224,000000,4059.5000000,4059.5000000,1732.5000000,3039.5000000,2692675
TCSG,D,20220225,000000,2664.0000000,3852.5000000,2559.0000000,3054.5000000,2804947
TCSG,D,20220329,000000,3141.5000000,3649.5000000,2867.5000000,2990.0000000,762670
TCSG,D,20220330,000000,3099.0000000,3180.0000000,2900.5000000,2980.0000000,360071
TCSG,D,20220331,000000,3002.5000000,3393.5000000,2930.0000000,3318.5000000,741111
TCSG,D,20220401,000000,3350.0000000,3678.0000000,3331.5000000,3499.5000000,761807
TCSG,D,20220404,000000,3599.5000000,3812.0000000,3312.5000000,3664.0000000,659289
TCSG,D,20220405,000000,3738.0000000,3791.0000000,3360.0000000,3601.0000000,491949
TCSG,D,20220406,000000,3605.0000000,3623.0000000,3430.0000000,3500.0000000,243032
TCSG,D,20220407,000000,3505.0000000,3594.5000000,3450.0000000,3470.0000000,226291
TCSG,D,20220408,000000,3455.0000000,3548.0000000,3151.0000000,3274.5000000,321642
TCSG,D,20220411,000000,3285.0000000,3434.5000000,3215.0000000,3269.0000000,165188
TCSG,D,20220412,000000,3280.0000000,3309.0000000,3062.5000000,3217.0000000,178394
TCSG,D,20220413,000000,3243.5000000,3259.0000000,3139.0000000,3172.0000000,91345
TCSG,D,20220414,000000,3179.0000000,3198.0000000,2985.0000000,3010.0000000,199576
TCSG,D,20220415,000000,3001.0000000,3030.0000000,2901.0000000,2993.0000000,138316
TCSG,D,20220418,000000,3003.0000000,3069.0000000,2710.0000000,2722.0000000,250434
TCSG,D,20220419,000000,2731.0000000,2731.0000000,2350.5000000,2540.0000000,634888
TCSG,D,20220420,000000,2510.0000000,2775.0000000,2424.0000000,2590.0000000,441555
TCSG,D,20220421,000000,2600.0000000,2648.0000000,2455.5000000,2485.0000000,203786
TCSG,D,20220422,000000,2500.0000000,2560.0000000,2260.0000000,2270.0000000,319894
TCSG,D,20220425,000000,2197.0000000,2228.5000000,1908.0000000,1908.0000000,457824
TCSG,D,20220426,000000,1885.0000000,2138.0000000,1870.0000000,2073.0000000,423984
TCSG,D,20220427,000000,2092.0000000,2690.5000000,2030.0000000,2520.0000000,778651
TCSG,D,20220428,000000,2552.0000000,2950.0000000,2500.0000000,2700.0000000,1267001
TCSG,D,20220429,000000,2965.0000000,3030.0000000,2557.0000000,2608.0000000,623239
TCSG,D,20220504,000000,2558.5000000,2666.5000000,2391.0000000,2402.0000000,357820
TCSG,D,20220505,000000,2420.0000000,2533.0000000,2405.5000000,2453.0000000,258667
TCSG,D,20220506,000000,2490.0000000,2497.5000000,2257.5000000,2304.0000000,270434
TCSG,D,20220511,000000,2304.0000000,2349.0000000,2187.0000000,2245.5000000,220949
TCSG,D,20220512,000000,2246.0000000,2259.0000000,2013.5000000,2032.0000000,250135
TCSG,D,20220513,000000,2052.0000000,2183.0000000,2045.0000000,2130.0000000,254127
TCSG,D,20220516,000000,2146.0000000,2229.0000000,2133.0000000,2185.0000000,202275
TCSG,D,20220517,000000,2247.5000000,2380.0000000,2190.5000000,2380.0000000,246200
TCSG,D,20220518,000000,2432.0000000,2549.5000000,2360.0000000,2402.0000000,473073
TCSG,D,20220519,000000,2399.0000000,2399.0000000,2205.0000000,2236.5000000,324108
TCSG,D,20220520,000000,2238.0000000,2305.0000000,2142.0000000,2194.0000000,257513
TCSG,D,20220523,000000,2225.0000000,2240.0000000,2105.0000000,2129.0000000,152843
TCSG,D,20220524,000000,2110.0000000,2225.5000000,2041.0000000,2146.5000000,243926
TCSG,D,20220525,000000,2150.0000000,2180.0000000,2088.0000000,2155.5000000,203586
TCSG,D,20220526,000000,2163.0000000,2245.0000000,2160.5000000,2220.5000000,262683
TCSG,D,20220527,000000,2232.0000000,2247.5000000,2161.0000000,2201.0000000,182384
TCSG,D,20220530,000000,2212.0000000,2234.0000000,2148.0000000,2164.0000000,171580
TCSG,D,20220531,000000,2150.5000000,2162.0000000,2085.5000000,2111.5000000,121471
TCSG,D,20220601,000000,2112.0000000,2158.0000000,2075.0000000,2110.5000000,114189
TCSG,D,20220602,000000,2124.5000000,2127.0000000,2086.5000000,2105.0000000,72953
TCSG,D,20220603,000000,2109.5000000,2123.5000000,2000.0000000,2018.0000000,154636
TCSG,D,20220606,000000,2010.0000000,2010.0000000,1853.0000000,1900.0000000,259091
TCSG,D,20220607,000000,1902.5000000,1913.0000000,1800.0000000,1859.5000000,239143
TCSG,D,20220608,000000,1870.0000000,1944.5000000,1867.0000000,1886.0000000,177764
TCSG,D,20220609,000000,1895.0000000,1896.0000000,1747.5000000,1777.0000000,281799
TCSG,D,20220610,000000,1765.0000000,1780.0000000,1690.5000000,1701.0000000,241886
TCSG,D,20220614,000000,1689.5000000,1689.5000000,1593.0000000,1597.0000000,288224
TCSG,D,20220615,000000,1588.0000000,1669.5000000,1580.0000000,1651.5000000,193376
TCSG,D,20220616,000000,1678.0000000,1740.0000000,1661.0000000,1737.0000000,200937
TCSG,D,20220617,000000,1749.0000000,1794.5000000,1655.0000000,1676.0000000,231905
TCSG,D,20220620,000000,1676.5000000,1734.0000000,1671.0000000,1725.0000000,218442
TCSG,D,20220621,000000,1740.0000000,1765.0000000,1668.5000000,1673.0000000,168881
TCSG,D,20220622,000000,1674.5000000,1677.0000000,1621.0000000,1649.0000000,121202
TCSG,D,20220623,000000,1651.0000000,1690.5000000,1620.5000000,1654.5000000,166552
TCSG,D,20220624,000000,1659.0000000,1662.5000000,1621.0000000,1635.0000000,96308
TCSG,D,20220627,000000,1623.0000000,1674.0000000,1623.0000000,1672.0000000,121709
TCSG,D,20220628,000000,1695.0000000,1934.5000000,1661.0000000,1927.0000000,503592
TCSG,D,20220629,000000,1930.0000000,1949.0000000,1751.5000000,1810.0000000,476833
TCSG,D,20220630,000000,1805.0000000,1818.5000000,1675.0000000,1804.0000000,336997
TCSG,D,20220701,000000,1791.0000000,1877.0000000,1731.5000000,1861.0000000,148086
TCSG,D,20220704,000000,1870.0000000,2020.0000000,1867.0000000,2012.0000000,293450
TCSG,D,20220705,000000,1987.0000000,2095.0000000,1980.0000000,2039.0000000,320365
TCSG,D,20220706,000000,2073.0000000,2149.5000000,2052.5000000,2100.0000000,225961
TCSG,D,20220707,000000,2106.0000000,2135.0000000,2014.0000000,2031.0000000,120952
TCSG,D,20220708,000000,2038.5000000,2048.0000000,1957.0000000,2013.0000000,115292
TCSG,D,20220711,000000,2021.0000000,2090.5000000,1970.0000000,1980.0000000,158917
TCSG,D,20220712,000000,1980.0000000,1994.0000000,1892.0000000,1943.5000000,117797
TCSG,D,20220713,000000,1945.0000000,1987.0000000,1863.0000000,1895.0000000,150493
TCSG,D,20220714,000000,1901.5000000,1932.5000000,1865.0000000,1879.5000000,81254
TCSG,D,20220715,000000,1874.0000000,1909.0000000,1845.0000000,1901.5000000,117568
TCSG,D,20220718,000000,1934.5000000,1934.5000000,1850.0000000,1876.0000000,123649
TCSG,D,20220719,000000,1870.0000000,1875.5000000,1800.0000000,1813.5000000,85204
TCSG,D,20220720,000000,1817.0000000,1845.0000000,1756.0000000,1771.0000000,136176
TCSG,D,20220721,000000,1770.0000000,1786.5000000,1704.5000000,1759.0000000,107358
TCSG,D,20220722,000000,1764.5000000,1891.0000000,1760.0000000,1854.0000000,225532
TCSG,D,20220725,000000,1876.0000000,1969.5000000,1857.0000000,1969.5000000,206393
TCSG,D,20220726,000000,1981.0000000,2038.5000000,1930.0000000,1994.5000000,250400
TCSG,D,20220727,000000,2022.0000000,2022.0000000,1928.0000000,1963.0000000,157536
TCSG,D,20220728,000000,1985.0000000,1987.0000000,1930.5000000,1947.5000000,100794
TCSG,D,20220729,000000,1949.0000000,1993.0000000,1931.5000000,1950.0000000,98909
TCSG,D,20220801,000000,1955.0000000,1958.0000000,1865.0000000,1884.5000000,130588
TCSG,D,20220802,000000,1880.0000000,1906.5000000,1807.5000000,1810.0000000,134508
TCSG,D,20220803,000000,1820.0000000,1886.0000000,1814.0000000,1836.0000000,104461
TCSG,D,20220804,000000,1842.0000000,1878.0000000,1827.5000000,1869.5000000,82793
TCSG,D,20220805,000000,1875.5000000,1940.0000000,1840.0000000,1859.0000000,169214
TCSG,D,20220808,000000,1885.5000000,1925.0000000,1878.0000000,1891.5000000,98941
TCSG,D,20220809,000000,1919.5000000,1919.5000000,1883.5000000,1917.5000000,83911
TCSG,D,20220810,000000,1932.5000000,2050.0000000,1925.0000000,2045.0000000,296735
TCSG,D,20220811,000000,2065.0000000,2172.0000000,2061.5000000,2149.5000000,439636
TCSG,D,20220812,000000,2168.5000000,2280.0000000,2080.0000000,2230.0000000,364135
TCSG,D,20220815,000000,2250.0000000,2290.0000000,2180.0000000,2252.0000000,252934
TCSG,D,20220816,000000,2253.0000000,2440.0000000,2253.0000000,2415.5000000,360701
TCSG,D,20220817,000000,2420.0000000,2555.0000000,2411.5000000,2430.5000000,614547
TCSG,D,20220818,000000,2440.0000000,2504.0000000,2420.0000000,2480.0000000,258467
TCSG,D,20220819,000000,2481.0000000,2700.0000000,2454.5000000,2700.0000000,587748
TCSG,D,20220822,000000,2720.0000000,2895.5000000,2552.5000000,2720.0000000,1277150
TCSG,D,20220823,000000,2721.0000000,2800.0000000,2604.0000000,2717.0000000,456882
TCSG,D,20220824,000000,2749.5000000,2799.0000000,2555.0000000,2579.5000000,970167
TCSG,D,20220825,000000,2545.5000000,2677.0000000,2453.0000000,2626.0000000,423001
TCSG,D,20220826,000000,2650.0000000,2658.0000000,2590.0000000,2630.0000000,122156
TCSG,D,20220829,000000,2622.0000000,2723.0000000,2612.0000000,2715.0000000,238851
TCSG,D,20220830,000000,2734.0000000,2790.0000000,2684.0000000,2688.5000000,392289
TCSG,D,20220831,000000,2689.0000000,2750.0000000,2642.0000000,2712.5000000,200737
TCSG,D,20220901,000000,2719.0000000,2750.0000000,2705.5000000,2738.5000000,144723
TCSG,D,20220902,000000,2748.0000000,2810.0000000,2733.0000000,2766.5000000,185034
TCSG,D,20220905,000000,2770.0000000,2783.0000000,2710.5000000,2754.0000000,103189
TCSG,D,20220906,000000,2768.0000000,2771.0000000,2490.0000000,2670.0000000,324562
TCSG,D,20220907,000000,2674.0000000,2736.0000000,2594.0000000,2714.0000000,172464
TCSG,D,20220908,000000,2721.5000000,2876.5000000,2680.0000000,2768.5000000,615209
TCSG,D,20220909,000000,2761.5000000,2820.5000000,2722.5000000,2787.0000000,185414
TCSG,D,20220912,000000,2799.0000000,2965.0000000,2799.0000000,2950.0000000,547988
TCSG,D,20220913,000000,2980.0000000,3050.0000000,2954.5000000,3010.0000000,587464
TCSG,D,20220914,000000,3015.5000000,3024.5000000,2868.0000000,2994.0000000,369374
TCSG,D,20220915,000000,3010.0000000,3050.0000000,2979.5000000,3030.5000000,240830
TCSG,D,20220916,000000,3041.0000000,3150.0000000,2594.0000000,3106.0000000,538007
TCSG,D,20220919,000000,3110.5000000,3192.0000000,3110.0000000,3188.0000000,293002
TCSG,D,20220920,000000,3214.0000000,3240.5000000,2602.0000000,2781.0000000,1347556
TCSG,D,20220921,000000,2422.0000000,2755.0000000,2271.5000000,2662.5000000,669222
TCSG,D,20220922,000000,2662.5000000,2910.5000000,2662.0000000,2790.0000000,503596
TCSG,D,20220923,000000,2830.0000000,2838.0000000,2490.0000000,2552.0000000,483760
TCSG,D,20220926,000000,2495.0000000,2495.0000000,2105.0000000,2105.0000000,671196
TCSG,D,20220927,000000,2165.0000000,2466.0000000,2165.0000000,2413.0000000,624468
TCSG,D,20220928,000000,2418.0000000,2525.0000000,2331.5000000,2395.0000000,433916
TCSG,D,20220929,000000,2425.0000000,2465.5000000,2255.5000000,2291.0000000,390984
TCSG,D,20220930,000000,2308.5000000,2420.0000000,2117.0000000,2374.0000000,561928
TCSG,D,20221003,000000,2412.0000000,2637.5000000,2390.5000000,2636.0000000,515177
TCSG,D,20221004,000000,2666.0000000,2700.0000000,2536.0000000,2640.0000000,499828
TCSG,D,20221005,000000,2649.5000000,2650.0000000,2430.0000000,2557.0000000,425005
TCSG,D,20221006,000000,2570.0000000,2666.0000000,2454.0000000,2523.0000000,510667
TCSG,D,20221007,000000,2524.0000000,2524.0000000,2301.0000000,2372.5000000,373105
TCSG,D,20221010,000000,2200.0000000,2490.0000000,2192.0000000,2483.5000000,414486
TCSG,D,20221011,000000,2491.5000000,2526.5000000,2451.0000000,2496.0000000,228550
TCSG,D,20221012,000000,2528.0000000,2544.5000000,2466.0000000,2504.0000000,174920
TCSG,D,20221013,000000,2510.0000000,2630.0000000,2492.5000000,2604.5000000,397294
TCSG,D,20221014,000000,2620.0000000,2637.5000000,2506.0000000,2568.5000000,261835
TCSG,D,20221017,000000,2598.0000000,2709.0000000,2574.0000000,2702.0000000,363578
TCSG,D,20221018,000000,2712.5000000,2759.0000000,2600.5000000,2625.0000000,398070
TCSG,D,20221019,000000,2614.0000000,2635.0000000,2530.5000000,2609.0000000,299564
TCSG,D,20221020,000000,2619.0000000,2647.0000000,2466.5000000,2503.0000000,670827
TCSG,D,20221021,000000,2512.5000000,2512.5000000,2374.5000000,2459.0000000,749460
TCSG,D,20221024,000000,2472.5000000,2534.5000000,2414.5000000,2467.0000000,333666
TCSG,D,20221025,000000,2477.5000000,2550.0000000,2442.0000000,2520.0000000,421679
TCSG,D,20221026,000000,2520.0000000,2543.0000000,2460.0000000,2500.0000000,289538
TCSG,D,20221027,000000,2507.0000000,2520.0000000,2482.0000000,2497.0000000,262311
TCSG,D,20221028,000000,2497.5000000,2506.5000000,2468.0000000,2503.0000000,172361
TCSG,D,20221031,000000,2521.0000000,2630.0000000,2510.5000000,2620.0000000,506159
TCSG,D,20221101,000000,2632.0000000,2657.5000000,2531.0000000,2614.0000000,557634
TCSG,D,20221102,000000,2619.5000000,2628.0000000,2501.5000000,2536.0000000,282829
TCSG,D,20221103,000000,2538.0000000,2569.5000000,2490.0000000,2519.0000000,256670
TCSG,D,20221107,000000,2555.0000000,2608.0000000,2528.5000000,2600.0000000,249321
TCSG,D,20221108,000000,2603.0000000,2620.0000000,2551.0000000,2598.5000000,362803
TCSG,D,20221109,000000,2591.5000000,2615.5000000,2450.0000000,2520.5000000,354095
TCSG,D,20221110,000000,2540.0000000,2689.0000000,2530.0000000,2672.0000000,784967
TCSG,D,20221111,000000,2680.0000000,2708.0000000,2610.0000000,2676.0000000,485657
TCSG,D,20221114,000000,2690.5000000,2799.0000000,2682.0000000,2789.5000000,520687
TCSG,D,20221115,000000,2799.5000000,2800.0000000,2550.5000000,2668.5000000,868446
TCSG,D,20221116,000000,2702.0000000,2768.5000000,2680.0000000,2746.5000000,389888
TCSG,D,20221117,000000,2752.0000000,2785.0000000,2745.0000000,2783.0000000,302896
TCSG,D,20221118,000000,2792.0000000,2829.5000000,2775.0000000,2818.0000000,395507
TCSG,D,20221121,000000,2834.5000000,2855.5000000,2710.5000000,2798.0000000,581750
TCSG,D,20221122,000000,2803.0000000,2824.0000000,2770.5000000,2798.5000000,312607
TCSG,D,20221123,000000,2811.5000000,2818.0000000,2662.0000000,2728.5000000,667102
TCSG,D,20221124,000000,2730.0000000,2765.0000000,2714.5000000,2725.5000000,217705
TCSG,D,20221125,000000,2725.5000000,2731.5000000,2671.0000000,2691.5000000,217724
