,index,LKOH_open,LKOH_close,LKOH_high,LKOH_low,LKOH_volume,SBER_open,SBER_close,SBER_high,SBER_low,SBER_volume,GAZP_open,GAZP_close,GAZP_high,GAZP_low,GAZP_volume,GMKN_open,GMKN_close,GMKN_high,GMKN_low,GMKN_volume,NVTK_open,NVTK_close,NVTK_high,NVTK_low,NVTK_volume,YNDX_open,YNDX_close,YNDX_high,YNDX_low,YNDX_volume,ROSN_open,ROSN_close,ROSN_high,ROSN_low,ROSN_volume,MGNT_open,MGNT_close,MGNT_high,MGNT_low,MGNT_volume,TATN_open,TATN_close,TATN_high,TATN_low,TATN_volume,PHOR_open,PHOR_close,PHOR_high,PHOR_low,PHOR_volume,PLZL_open,PLZL_close,PLZL_high,PLZL_low,PLZL_volume,SNGS_open,SNGS_close,SNGS_high,SNGS_low,SNGS_volume,MTSS_open,MTSS_close,MTSS_high,MTSS_low,MTSS_volume,FIVE_open,FIVE_close,FIVE_high,FIVE_low,FIVE_volume,CHMF_open,CHMF_close,CHMF_high,CHMF_low,CHMF_volume,ALRS_open,ALRS_close,ALRS_high,ALRS_low,ALRS_volume,NLMK_open,NLMK_close,NLMK_high,NLMK_low,NLMK_volume,SNGSP_open,SNGSP_close,SNGSP_high,SNGSP_low,SNGSP_volume,MOEX_open,MOEX_close,MOEX_high,MOEX_low,MOEX_volume,SBERP_open,SBERP_close,SBERP_high,SBERP_low,SBERP_volume,POLY_open,POLY_close,POLY_high,POLY_low,POLY_volume,OZON_open,OZON_close,OZON_high,OZON_low,OZON_volume,IRAO_open,IRAO_close,IRAO_high,IRAO_low,IRAO_volume,RUAL_open,RUAL_close,RUAL_high,RUAL_low,RUAL_volume,PIKK_open,PIKK_close,PIKK_high,PIKK_low,PIKK_volume,HYDR_open,HYDR_close,HYDR_high,HYDR_low,HYDR_volume,MAGN_open,MAGN_close,MAGN_high,MAGN_low,MAGN_volume,VTBR_open,VTBR_close,VTBR_high,VTBR_low,VTBR_volume,TATNP_open,TATNP_close,TATNP_high,TATNP_low,TATNP_volume,RTKM_open,RTKM_close,RTKM_high,RTKM_low,RTKM_volume,CBOM_open,CBOM_close,CBOM_high,CBOM_low,CBOM_volume,TRNFP_open,TRNFP_close,TRNFP_high,TRNFP_low,TRNFP_volume,AFKS_open,AFKS_close,AFKS_high,AFKS_low,AFKS_volume,ENPG_open,ENPG_close,ENPG_high,ENPG_low,ENPG_volume,DSKY_open,DSKY_close,DSKY_high,DSKY_low,DSKY_volume,AFLT_open,AFLT_close,AFLT_high,AFLT_low,AFLT_volume,TCSG_open,TCSG_close,TCSG_high,TCSG_low,TCSG_volume,VKCO_open,VKCO_close,VKCO_high,VKCO_low,VKCO_volume,FIXP_open,FIXP_close,FIXP_high,FIXP_low,FIXP_volume,GLTR_open,GLTR_close,GLTR_high,GLTR_low,GLTR_volume,open,close,high,low,volume
145,2021-03-25,6160.0,6182.0,6195.5,6056.0,1160792,286.33,286.66,287.03,283.85,3511412,224.2,224.84,225.38,222.7,2973572,21260.0,21252.0,21474.0,20974.0,518741,1502.8,1492.8,1516.8,1466.0,1140972,4851.0,4741.0,4878.8,4683.0,1120317,568.6,574.65,574.7,566.45,683405,5370.5,5294.5,5397.0,5250.0,254876,604.0,596.0,609.8,586.6,4534938,4105.0,4081.0,4111.0,4033.0,75716,13936.0,13917.0,14007.0,13828.5,69682,34.46,34.21,34.5,34.0,193074,315.45,314.55,316.65,313.6,551056,2435.0,2409.5,2440.0,2381.0,523889,1403.2,1396.6,1420.6,1375.0,1882845,105.5,106.8,106.97,105.12,979233,215.94,218.22,219.08,215.62,775183,40.55,40.82,40.9,40.445,268951,167.1,167.88,168.92,167.09,417676,263.9,264.47,265.17,262.23,530133,1516.5,1497.6,1517.8,1487.0,780249,3994.0,3955.0,4035.0,3812.5,364947,5.043,5.0445,5.0605,5.02,1004953,45.19,43.92,45.2,43.1,2008819,800.1,791.6,803.8,783.1,190430,0.8059,0.8118,0.813,0.8027,349993,53.59,53.805,54.43,53.375,2180275,0.03792,0.03805,0.038165,0.03767,1386377,561.9,557.4,567.5,549.0,812676,106.69,107.75,107.95,106.11,210320,7.045,7.05,7.149,7.04,1487968,148250.0,148050.0,148450.0,147300.0,1023,33.963,34.009,34.24,33.702,195922,804.5,770.0,814.5,760.0,81560,136.6,138.2,139.36,135.5,320801,65.94,66.14,66.66,65.2,1983334,4275.8,4360.6,4262.6,4339.8,109386,1745.2,1745.2,1700.2,1716.0,512575,731.6,742.0,727.2,739.9,351101,509.15,513.95,501.15,507.9,236080,5.852,5.796,5.86,5.794,3740000
146,2021-03-26,6200.0,6283.0,6289.0,6194.0,1195517,288.6,291.22,292.75,288.32,5588924,225.7,227.3,227.6,225.13,2667293,21360.0,22206.0,22236.0,21314.0,600302,1502.4,1518.6,1524.0,1485.0,1325212,4766.6,4785.0,4833.8,4700.2,798846,576.05,582.2,585.15,575.85,1021145,5301.0,5348.0,5365.0,5289.5,223178,599.8,603.4,604.9,598.1,3739306,4085.0,4098.0,4115.0,4040.0,70702,13948.5,13930.5,13989.0,13809.5,176763,34.28,35.25,35.34,34.28,290341,315.45,315.05,315.45,313.45,524631,2415.0,2395.0,2421.5,2372.0,527215,1399.4,1426.2,1429.0,1398.2,1754671,107.06,107.85,108.0,106.41,945786,219.0,224.98,225.98,218.72,1242646,40.87,41.63,41.775,40.775,350742,168.7,169.57,169.84,168.3,473463,265.38,269.28,269.4,265.38,775549,1500.0,1491.0,1507.1,1468.0,1809523,3965.0,3958.0,4034.5,3850.0,271149,5.0575,5.0415,5.066,5.016,938535,43.93,45.79,46.325,43.92,1492765,792.1,805.8,806.8,788.6,180139,0.8135,0.8129,0.8155,0.8081,375006,54.0,56.04,56.21,54.0,4264245,0.03811,0.03838,0.03846,0.038105,1205753,560.1,566.8,567.9,560.0,502143,108.08,107.41,108.5,106.51,318429,7.054,7.108,7.184,7.052,673071,148850.0,149800.0,149800.0,147800.0,3149,34.147,34.531,34.6,34.015,186619,784.5,792.5,800.0,781.0,26642,138.5,138.0,138.98,135.7,167490,66.48,68.0,68.38,66.32,2204426,4340.4,4456.8,4260.2,4337.8,228261,1713.6,1741.4,1711.0,1732.0,431065,735.2,743.5,717.0,738.7,175609,511.0,515.8,503.1,510.0,145070,5.854,5.864,5.884,5.836,4230000
147,2021-03-29,6233.0,6257.5,6278.0,6174.0,817397,289.72,293.3,294.09,289.26,4363106,226.79,228.74,229.15,226.31,2375209,22238.0,23116.0,23540.0,22224.0,1239763,1506.8,1497.6,1524.6,1481.2,1084871,4785.0,4830.0,4835.0,4735.0,620133,579.5,575.3,584.25,572.0,831025,5314.5,5300.0,5354.0,5256.0,374734,601.3,603.0,606.6,596.4,3043451,4105.0,4104.0,4132.0,4075.0,61301,13920.5,13838.5,13945.0,13740.0,97115,35.11,34.885,35.29,34.685,194019,314.95,316.15,316.5,314.3,441343,2398.0,2411.5,2419.5,2372.0,530348,1422.4,1441.2,1451.8,1413.2,2359038,107.67,108.29,108.75,107.0,970072,225.5,229.42,230.0,223.28,909606,41.69,41.71,41.85,41.41,250163,169.8,169.94,170.23,168.61,400710,268.6,271.38,271.8,267.9,563622,1481.0,1489.5,1499.1,1476.2,1058361,3960.0,4006.0,4059.5,3925.0,282823,5.0415,5.058,5.0625,5.024,982487,45.94,48.33,48.6,45.94,3875326,805.9,840.5,849.0,798.0,432663,0.8109,0.8069,0.8173,0.8039,846823,55.995,57.615,58.13,55.67,5445615,0.038305,0.038785,0.0389,0.038135,2506657,565.1,562.8,567.5,559.0,629673,107.01,107.14,107.92,106.51,179502,7.103,7.19,7.205,7.081,1349846,149950.0,150800.0,151500.0,149300.0,1949,34.545,34.781,35.042,34.456,195818,790.5,808.0,818.0,783.5,83541,137.7,137.9,138.44,136.8,175449,67.94,67.46,68.28,67.2,1426176,4305.2,4366.4,4258.0,4329.2,93142,1733.8,1771.0,1731.2,1755.8,406811,741.4,741.5,733.4,739.0,134097,509.0,511.8,500.0,507.0,270960,5.896,5.93,5.958,5.886,5050000
148,2021-03-30,6268.0,6155.0,6316.5,6125.5,944974,294.6,293.25,295.72,291.5,3863721,228.95,225.93,230.1,225.04,2681841,23276.0,23172.0,23498.0,22784.0,530964,1497.6,1484.0,1528.6,1476.8,1436656,4818.6,4788.0,4818.6,4721.0,715561,576.3,570.25,579.2,565.3,615198,5332.0,5281.0,5332.0,5281.0,129101,603.8,596.9,606.5,594.3,2204082,4104.0,4079.0,4113.0,4079.0,47276,13817.5,13505.0,13845.0,13400.0,160301,34.85,34.585,34.95,34.55,137973,316.25,315.0,317.7,314.3,457231,2415.0,2400.0,2415.5,2382.5,344448,1452.4,1480.6,1486.2,1450.0,1564842,108.57,107.96,108.82,107.03,1047973,229.8,235.12,236.2,229.8,1084416,41.725,41.465,41.86,41.155,328372,169.25,170.55,171.46,168.24,603291,271.44,271.9,273.2,270.0,427728,1484.5,1455.2,1485.5,1445.5,1854762,4001.5,4011.0,4128.5,3925.5,438437,5.0775,5.079,5.1415,5.0345,1688363,48.21,48.57,48.7,48.025,1732258,846.7,880.9,890.0,840.3,469981,0.8065,0.812,0.817,0.8008,978278,57.635,58.46,58.775,57.5,3994559,0.03895,0.03986,0.039935,0.03885,3630752,564.0,560.5,566.1,556.2,439369,107.72,106.84,107.85,106.68,140810,7.217,7.17,7.256,7.152,917946,150800.0,150900.0,151750.0,150400.0,1095,34.989,34.2,34.989,33.953,256286,809.5,820.5,835.0,806.0,70954,137.9,140.04,140.98,137.58,193247,67.7,66.84,67.8,66.3,1704571,4352.8,4589.0,4322.6,4475.2,350323,1761.0,1789.8,1738.8,1750.0,511040,741.0,742.6,736.4,741.4,258861,507.9,509.0,502.0,504.85,147240,5.958,5.926,5.974,5.9,3550000
149,2021-03-31,6173.5,6111.5,6188.0,6097.5,833364,294.0,291.02,294.42,290.26,4697240,226.4,227.24,228.4,223.32,3884738,23282.0,23704.0,23844.0,23182.0,651993,1491.4,1488.2,1508.4,1481.2,976418,4804.4,4859.0,4915.0,4725.0,1119731,571.0,572.6,574.95,567.1,908992,5282.5,5344.5,5384.0,5268.0,281065,598.3,594.2,599.0,591.1,2324282,4079.0,4073.0,4099.0,4029.0,82055,13510.0,13926.0,13984.5,13485.0,153440,34.645,34.53,35.06,34.315,301825,314.95,316.2,316.9,314.65,412184,2407.0,2448.0,2457.0,2381.0,638050,1481.4,1534.6,1553.2,1477.2,2298129,108.32,105.98,109.92,105.44,2844204,236.28,242.16,244.18,234.9,1505258,41.52,42.01,42.105,41.44,393996,170.84,173.95,175.7,169.7,1459835,272.0,270.93,273.1,270.17,431500,1462.3,1484.0,1486.2,1450.0,1227197,4025.0,4235.0,4322.5,3993.0,477798,5.089,5.12,5.154,5.044,2416611,48.49,49.445,49.79,48.3,1859757,876.0,937.0,937.0,871.4,766102,0.812,0.8114,0.815,0.8104,245051,58.685,60.885,61.99,58.485,6583171,0.03991,0.042715,0.04289,0.03985,18336491,562.7,558.3,563.9,555.3,362213,106.84,107.4,107.72,106.84,138734,7.194,7.117,7.2,7.101,717842,151100.0,147800.0,151650.0,146550.0,5786,34.26,34.266,34.486,33.954,304174,823.0,818.5,838.0,810.0,98064,139.76,142.3,144.32,139.16,299660,66.84,67.44,67.7,66.64,1387187,4518.6,4538.0,4382.0,4436.0,258063,1750.8,1754.0,1714.4,1738.0,582620,742.9,742.9,732.9,737.0,79947,507.45,507.45,500.5,505.95,179340,5.914,5.946,5.952,5.914,4130000
150,2021-04-01,6152.5,6112.0,6189.0,6015.0,1142707,292.0,290.24,294.72,288.43,5153277,228.43,226.94,231.67,225.75,4382347,23808.0,23776.0,24136.0,23650.0,486088,1491.0,1489.0,1526.8,1466.8,1293071,4886.0,4949.2,4962.8,4868.0,832424,574.1,568.9,576.75,561.4,1159304,5357.0,5293.5,5375.5,5270.0,262969,597.0,606.0,608.3,596.1,3983250,4060.0,4128.0,4145.0,4036.0,118092,13994.5,13928.5,14044.0,13660.0,139359,34.685,36.07,36.345,34.65,1034170,316.45,316.9,317.6,315.6,368100,2453.0,2435.0,2455.0,2420.0,461044,1541.0,1509.2,1560.0,1492.4,2177762,106.29,104.86,107.07,104.15,1825491,242.68,237.18,244.88,235.14,1102114,42.015,42.445,42.9,42.015,600661,174.25,170.56,175.18,168.83,1157852,271.04,270.5,272.76,268.22,475344,1485.4,1505.1,1512.0,1485.4,1111753,4262.0,4435.0,4498.5,4257.5,524618,5.139,5.092,5.165,5.07,1650692,49.3,48.83,49.3,48.575,1142180,941.0,939.0,964.7,897.9,914852,0.8149,0.8104,0.8175,0.8074,560183,61.3,59.705,61.55,59.12,3952970,0.04301,0.04258,0.043635,0.0423,9335297,560.0,569.2,575.6,558.2,977972,107.45,107.19,108.89,107.05,157261,7.108,7.081,7.188,7.07,668414,148500.0,148800.0,149250.0,147350.0,1347,34.46,35.222,35.375,34.291,436167,824.5,809.5,827.0,809.5,32201,143.1,142.7,144.02,141.0,194917,67.66,67.16,67.8,66.7,1492491,4447.4,4615.0,4425.2,4568.8,371903,1740.0,1759.6,1724.8,1751.8,402634,737.7,744.0,736.8,743.0,176398,505.9,506.0,501.0,505.8,157760,5.964,5.952,6.008,5.942,5050000
151,2021-04-02,6120.5,6108.5,6137.0,6076.5,236045,290.81,291.7,292.4,289.14,1926205,227.0,228.4,229.2,226.54,1262101,23850.0,23860.0,23944.0,23740.0,135907,1493.0,1484.6,1499.8,1468.2,403012,4960.0,4935.0,4960.0,4890.0,294486,568.9,566.65,569.9,565.6,102930,5295.5,5301.5,5318.5,5273.0,89435,605.4,605.3,607.0,602.3,713777,4129.0,4240.0,4240.0,4126.0,59751,13990.0,13944.0,13990.0,13853.0,27123,36.17,37.05,37.45,36.045,1271813,316.6,317.4,317.6,315.55,225340,2437.0,2444.0,2448.0,2425.0,259398,1509.2,1528.2,1531.4,1503.0,537746,104.65,105.36,105.82,104.2,522468,237.5,239.98,240.18,236.5,273494,42.45,42.985,43.095,42.26,283770,171.0,169.41,171.4,168.5,597296,270.32,271.61,271.98,269.29,258202,1510.2,1507.7,1512.2,1501.6,232339,4445.0,4387.5,4447.0,4366.5,53569,5.1,5.101,5.116,5.082,692293,49.115,49.245,49.54,48.935,693646,932.0,919.3,938.8,913.0,271036,0.811,0.8106,0.8146,0.8092,125631,59.605,59.645,60.36,59.38,1258828,0.042775,0.042855,0.043175,0.04207,3862863,569.2,569.1,574.1,566.2,490362,107.41,107.63,108.1,107.11,73693,7.086,7.12,7.149,7.047,621248,148350.0,148750.0,148800.0,148000.0,370,35.27,35.298,35.65,34.77,185166,819.5,826.5,832.0,814.5,47319,142.5,141.2,142.66,140.16,81308,67.32,67.5,67.5,67.06,649330,4569.0,4788.0,4521.2,4696.2,195568,1760.0,1773.0,1750.2,1770.2,158859,744.8,745.0,736.0,738.9,33737,505.0,508.1,503.2,507.65,75180,5.976,5.988,6.0,5.956,4320000
152,2021-04-05,6095.0,5990.5,6095.0,5951.0,855330,290.8,288.78,291.48,287.07,3529897,227.9,225.06,227.92,224.13,2391953,23900.0,23736.0,23912.0,23362.0,291245,1480.0,1459.6,1480.2,1445.4,827757,4935.0,4940.0,4958.4,4884.0,409203,567.1,560.15,567.75,557.25,313326,5290.5,5254.5,5297.0,5202.0,214581,604.5,596.4,604.5,591.7,1996018,4236.0,4163.0,4237.0,4150.0,59632,13910.0,13871.0,13953.0,13773.0,44735,36.995,35.87,37.345,35.625,630004,317.65,317.5,318.2,315.95,245160,2450.5,2448.0,2454.0,2426.5,165028,1529.0,1507.8,1529.8,1497.2,767701,105.59,105.58,105.94,104.4,543994,238.96,236.38,239.4,234.7,519656,43.25,42.655,43.44,42.465,339466,168.91,169.99,170.43,168.58,317188,271.5,270.2,271.78,268.76,437485,1508.8,1492.4,1509.5,1488.0,624008,4408.5,4395.0,4433.0,4263.5,166473,5.101,5.06,5.107,5.0245,1107662,49.52,49.025,49.59,48.675,542069,919.8,898.4,921.9,890.2,429890,0.8106,0.8127,0.8143,0.8063,287780,59.5,60.09,60.415,58.375,2533363,0.042855,0.044375,0.04443,0.042725,7169084,570.1,561.6,570.6,558.1,328805,107.75,107.63,108.12,106.84,91458,7.124,7.009,7.129,6.961,720083,148050.0,148550.0,148900.0,148000.0,496,35.299,35.397,35.55,34.893,143621,825.5,838.0,865.0,818.0,205726,140.8,139.38,141.18,138.42,180823,67.5,67.32,67.78,67.0,914880,4725.0,4798.0,4654.2,4733.6,175150,1764.0,1800.0,1752.0,1790.2,254922,740.0,742.0,721.6,724.3,70263,507.9,511.0,505.3,508.9,135560,6.0,5.932,6.0,5.92,5640000
153,2021-04-06,6008.0,5891.0,6024.0,5871.5,1171232,289.0,281.5,289.43,281.37,7749743,226.01,222.95,226.55,221.91,3622338,23800.0,23180.0,23878.0,23172.0,380362,1464.2,1424.0,1471.8,1422.4,1493342,4937.0,4961.8,4991.6,4917.8,691979,562.3,547.55,563.15,545.45,596086,5259.0,5110.5,5273.5,5096.0,441607,599.7,582.2,599.7,581.4,4637497,4180.0,4149.0,4192.0,4120.0,56469,13915.0,14361.5,14414.0,13880.0,182258,35.87,34.9,35.99,34.825,542139,317.05,317.25,318.6,316.4,335729,2449.0,2394.0,2453.0,2382.5,591150,1511.2,1503.0,1527.8,1493.0,1478043,105.59,104.7,105.9,104.56,937704,236.0,236.94,239.9,235.2,805613,42.655,42.675,43.05,42.055,537536,169.59,169.4,172.48,169.23,641034,269.96,265.4,270.67,264.75,797192,1498.6,1532.7,1539.4,1496.3,1830968,4375.0,4474.0,4500.0,4276.5,326935,5.067,5.0125,5.0785,5.0,2290571,49.145,48.625,49.39,48.3,1405076,902.9,915.6,926.8,891.1,310365,0.8149,0.8085,0.8165,0.8071,283975,60.175,60.365,60.95,59.44,2991842,0.044485,0.0429,0.044935,0.04283,9615350,561.6,550.4,563.6,548.7,660693,108.01,106.78,108.39,106.6,190863,7.013,6.873,7.027,6.867,743338,148700.0,148000.0,149100.0,147700.0,834,35.5,34.722,35.587,34.521,324788,844.5,818.0,859.0,798.5,131263,139.26,142.54,145.0,138.76,346457,67.34,66.88,67.54,66.56,917593,4731.6,4764.4,4629.2,4700.4,326895,1788.0,1796.8,1745.6,1759.4,391742,728.0,743.9,710.0,713.0,128240,510.95,510.95,498.7,500.25,310560,5.944,5.896,5.96,5.878,5080000
154,2021-04-07,5892.0,5978.0,6001.0,5842.0,1423877,281.66,283.98,284.29,278.54,7408753,222.31,224.51,226.01,220.68,2948366,23030.0,23602.0,23820.0,22852.0,544782,1430.6,1462.4,1474.6,1413.6,1628136,4963.0,4845.2,4979.8,4822.0,666770,547.5,551.5,555.55,543.25,615611,5114.0,5080.0,5147.0,5040.0,523524,580.9,588.0,590.9,577.9,3858280,4149.0,4183.0,4270.0,4149.0,255015,14329.0,14269.0,14480.0,14243.0,105978,34.795,34.96,35.17,34.55,252576,317.3,317.05,317.5,315.55,369495,2394.0,2379.5,2399.0,2363.0,450005,1489.8,1521.8,1533.0,1467.2,2234334,104.7,104.34,105.11,102.88,1479033,236.56,240.98,242.34,231.14,1282020,42.725,42.835,43.0,42.345,260025,169.75,172.09,173.52,166.43,1296874,265.4,266.85,267.0,261.77,782373,1537.4,1520.5,1543.6,1517.0,821258,4484.5,4567.0,4600.0,4435.0,388436,5.01,5.0115,5.03,4.9645,2042244,48.8,48.765,49.2,48.56,666435,918.7,917.3,928.5,905.0,255160,0.8097,0.8427,0.8441,0.8055,1459593,59.995,61.795,61.85,58.935,5869738,0.04294,0.0441,0.0444,0.042675,5599111,550.0,552.3,554.6,541.5,711749,107.1,106.49,107.7,105.8,145385,6.864,6.88,6.924,6.832,683649,147900.0,148800.0,148800.0,147300.0,1099,34.453,34.87,35.071,34.267,233714,826.0,842.0,860.0,822.0,97584,142.72,143.5,144.14,142.04,260329,66.94,67.02,67.32,66.38,759957,4719.2,4721.0,4514.0,4590.8,400983,1766.2,1771.0,1736.2,1748.0,344093,714.8,716.7,701.0,704.4,112088,500.0,506.25,499.1,503.25,154270,5.884,5.888,5.914,5.822,4500000
155,2021-04-08,5990.0,6008.5,6068.0,5945.0,768280,284.62,283.89,286.2,282.17,5116144,224.84,224.3,226.3,222.88,1942019,23670.0,23924.0,23980.0,23580.0,378374,1465.2,1445.0,1477.0,1431.2,987463,4872.4,4888.0,4958.0,4850.0,700448,549.9,549.3,554.8,545.15,463606,5080.5,5099.0,5149.0,5033.5,333972,589.8,580.0,595.6,574.7,3720945,4214.0,4360.0,4380.0,4186.0,188848,14310.5,14267.0,14365.0,14169.5,100503,35.165,34.59,35.195,34.4,280681,317.15,316.9,317.55,316.55,264629,2382.0,2397.0,2404.0,2357.5,442925,1535.0,1553.0,1556.2,1521.2,1260200,105.07,104.77,105.5,103.85,1798951,241.94,244.0,244.7,240.2,874829,42.9,42.555,42.955,42.355,243033,172.18,172.21,173.66,171.31,493673,266.77,267.41,268.97,265.71,688553,1523.7,1526.0,1539.1,1510.5,1277642,4592.5,4490.0,4600.0,4450.0,162927,5.0205,4.9915,5.0285,4.951,2123826,48.75,49.01,49.1,48.485,329584,915.9,920.6,930.0,915.5,108832,0.8441,0.8378,0.8521,0.8322,1369818,61.9,62.17,62.955,61.27,3627052,0.04438,0.044055,0.04498,0.043865,5018346,551.1,548.1,554.4,544.1,428000,106.99,106.75,107.43,106.38,111908,6.883,6.911,6.987,6.883,1019863,148800.0,147650.0,148850.0,147500.0,1216,35.075,36.14,36.21,34.831,837705,841.0,847.5,854.5,841.0,30891,143.74,145.74,147.3,142.64,251306,67.14,66.8,67.22,66.4,1025546,4591.0,4617.4,4516.2,4545.0,295268,1748.0,1759.0,1731.4,1743.6,246472,707.9,727.1,705.0,716.8,93415,504.95,506.95,502.0,502.6,62470,5.916,5.896,5.932,5.886,3300000
156,2021-04-09,6002.0,5933.0,6006.0,5867.0,1148032,283.44,281.07,283.79,280.09,4001804,224.17,222.15,224.3,221.48,2090210,23924.0,24410.0,24568.0,23802.0,1017447,1445.0,1429.4,1446.0,1418.0,732049,4885.2,4813.0,4891.4,4794.0,469363,547.65,538.0,548.7,536.05,625600,5107.0,5135.0,5159.0,5060.0,335742,577.2,565.5,578.6,557.0,6443099,4342.0,4352.0,4409.0,4328.0,128826,14187.0,14313.0,14376.5,14130.5,96350,34.595,34.31,34.77,34.07,315512,317.0,316.8,317.75,315.5,211009,2394.0,2386.0,2400.0,2368.0,230062,1555.0,1537.8,1558.0,1525.2,830945,104.94,101.45,104.94,100.7,4483087,243.98,245.48,245.48,240.28,847407,42.555,42.265,42.59,42.095,186571,172.32,171.03,172.49,169.85,406425,267.69,266.12,267.69,264.96,549447,1524.0,1544.2,1554.8,1517.7,1266860,4501.0,4650.5,4697.0,4438.0,349903,4.996,4.935,4.9985,4.908,2027776,48.79,48.89,49.23,48.3,1505636,922.5,917.4,924.7,907.6,104808,0.8389,0.8312,0.842,0.8273,393442,62.105,61.985,62.4,61.18,2954233,0.044055,0.04375,0.044145,0.0434,3068592,545.8,534.4,546.7,527.1,1040153,107.11,106.94,107.24,106.32,198297,6.895,6.899,6.934,6.866,610291,147700.0,146550.0,148150.0,145800.0,1507,36.2,36.306,36.694,35.9,636887,849.5,838.5,854.0,838.5,32672,145.7,144.74,146.06,143.5,173093,66.88,66.28,66.9,66.12,894823,4547.2,4675.4,4518.0,4558.8,236463,1759.6,1759.6,1704.2,1717.2,472162,724.0,726.8,715.0,720.0,58897,503.0,507.5,499.5,501.0,162410,5.894,5.88,5.922,5.87,3560000
157,2021-04-12,5908.5,6020.0,6037.0,5886.5,1267547,278.21,281.75,285.35,278.0,5702086,220.95,222.87,224.25,219.6,2920629,24406.0,25432.0,25578.0,24246.0,957835,1427.2,1442.6,1454.6,1408.0,1219272,4806.0,4854.8,4907.0,4777.2,627250,535.2,540.15,541.35,532.5,613966,5147.0,5180.0,5214.5,5125.0,210750,565.9,571.3,573.7,555.8,5494186,4369.0,4369.0,4393.0,4307.0,115752,14349.0,14488.0,14524.5,14250.0,92267,34.205,34.6,34.75,34.105,210425,316.55,317.3,318.25,315.85,398858,2389.0,2421.0,2429.0,2369.5,350080,1536.8,1607.8,1610.0,1530.8,1593672,100.92,102.22,102.96,100.52,2235017,245.0,255.06,255.88,244.24,1375727,42.2,42.54,42.685,42.15,140512,171.17,171.68,173.4,170.1,448752,264.8,266.85,267.79,263.5,830634,1548.5,1548.1,1559.0,1534.0,977054,4675.0,4724.0,4799.5,4655.5,295546,4.926,4.994,5.012,4.8745,2079496,48.95,50.235,50.75,48.505,2233454,922.1,948.3,953.6,914.8,335280,0.8302,0.8261,0.834,0.819,583143,61.95,64.795,65.0,61.6,3725898,0.0436,0.04402,0.0445,0.04335,2749058,533.1,535.2,538.8,520.0,1608324,106.72,107.61,108.89,106.51,354495,6.894,6.99,7.025,6.873,645056,146000.0,146250.0,147300.0,145750.0,1060,36.2,36.38,36.686,36.061,374366,835.0,860.0,862.5,821.5,156078,144.78,148.94,149.56,144.76,244574,66.28,66.52,67.2,66.02,1051586,4558.6,4595.0,4470.0,4560.0,218528,1719.8,1756.4,1714.6,1750.2,470006,718.0,735.5,718.0,735.3,187464,505.45,505.45,499.05,500.25,206590,5.88,5.914,5.95,5.852,5130000
158,2021-04-13,6004.5,6044.5,6055.0,5946.5,750478,282.9,287.95,288.2,281.14,6787874,223.02,227.99,228.33,221.1,3906340,25530.0,25384.0,25678.0,25120.0,496616,1443.0,1451.2,1470.0,1425.0,859220,4865.2,4600.0,4882.0,4510.0,3817613,541.3,551.95,552.25,534.55,489278,5181.0,5134.5,5188.5,5086.5,402712,570.7,571.0,574.0,558.5,5500275,4369.0,4390.0,4475.0,4352.0,161846,14550.0,14618.0,14855.5,14460.5,135787,34.715,34.605,34.735,34.27,212958,317.35,315.7,317.75,315.0,474887,2429.0,2411.0,2434.5,2381.0,390491,1609.0,1632.2,1650.0,1605.0,2216428,102.12,102.88,103.14,101.62,1850970,255.5,254.86,260.64,253.0,1492606,42.555,42.45,42.69,42.235,183873,171.8,173.73,174.5,171.19,634940,267.78,270.65,270.98,266.33,788348,1544.8,1578.0,1587.9,1535.0,1553618,4729.5,4739.0,4853.0,4667.0,299853,5.0,4.9925,5.009,4.94,1929083,50.4,52.015,52.195,50.275,2668842,950.0,982.0,988.0,947.2,323465,0.8268,0.8264,0.8322,0.817,1145706,65.04,65.28,66.5,64.5,4485086,0.044205,0.04548,0.0455,0.044165,5530814,535.3,537.4,538.7,528.0,704370,107.8,107.87,108.95,106.8,140501,6.993,6.993,7.012,6.96,597636,146200.0,147000.0,147450.0,145650.0,785,36.413,36.865,36.88,36.196,362159,867.5,854.5,897.0,845.0,116777,149.74,150.3,151.3,147.66,306415,66.5,65.76,66.54,65.28,1705653,4550.2,4600.0,4363.6,4450.0,423959,1751.2,1799.0,1749.2,1787.2,511199,735.5,739.5,728.0,731.1,128536,501.4,503.85,492.6,498.6,397710,5.92,5.93,5.95,5.912,4440000
